"FLIGHT_KEY","TAIL_NUMBER","FLIGHT_NUMBER","CANCELLED","DIVERTED","ORIGIN_AIRPORT","DESTINATION_AIRPORT","CUSTOMER_ID","THE_YEAR","THE_MONTH","THE_DAY","DB_SOURCE"
"281","N3KUAA","193","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"1132","N3FMAA","1443","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"2611","N833AW","1715","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"2630","N814AW","1715","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"4189","N893AT","2668","0","0","JFK","BOS","101","2018","4","22","FLIGHT_2018"
"4945","N893AT","2674","0","0","JFK","BOS","10","2018","11","18","FLIGHT_2018"
"965","N181UW","873","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"2314","N3AJAA","1443","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"4868","N928AT","2670","0","0","JFK","BOS","10","2018","9","30","FLIGHT_2018"
"290","N3DNAA","193","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"808","N3FTAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"2641","N3BWAA","330","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"2196","N188US","1912","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"3392","N767UW","1793","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3569","N989AT","2684","0","0","JFK","BOS","109","2018","1","14","FLIGHT_2018"
"1230","N117UW","1919","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3708","N906AT","2678","0","0","JFK","BOS","108","2018","3","20","FLIGHT_2018"
"291","N3APAA","1096","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"4928","N972AT","2672","0","0","JFK","BOS","104","2018","11","15","FLIGHT_2018"
"2839","N925UY","604","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"2866","N128UW","1919","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"4530","N707EV","5074","0","0","JFK","BHM","100","2018","8","16","FLIGHT_2018"
"817","N3BMAA","1664","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"3142","N918US","1830","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"3441","N178US","1831","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"158","N3JNAA","291","0","0","JFK","AUS","101","2017","1","1","FLIGHT_2017"
"2009","N3BEAA","1443","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"2538","N925UY","2057","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"3587","N985AT","2684","0","0","JFK","BOS","101","2018","2","1","FLIGHT_2018"
"3444","N186US","873","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"3565","N975AT","2666","0","0","JFK","BOS","105","2018","1","14","FLIGHT_2018"
"2886","N3BLAA","235","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"2419","N3KRAA","330","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"318","N3KVAA","291","0","0","JFK","AUS","106","2017","1","1","FLIGHT_2017"
"1939","N701UW","1770","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"2591","N521UW","873","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"3998","N946UW","2122","0","0","JFK","BOS","107","2018","4","30","FLIGHT_2018"
"535","N3FRAA","199","0","0","JFK","BOS","109","2017","1","1","FLIGHT_2017"
"1533","N830AW","1843","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"2492","N712US","1795","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"1092","N3MMAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"3621","N959AT","2676","0","0","JFK","BOS","102","2018","1","19","FLIGHT_2018"
"974","N198UW","1737","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"3604","N998AT","2686","0","0","JFK","BOS","107","2018","2","7","FLIGHT_2018"
"4647","N979AT","2677","0","0","JFK","BOS","107","2018","9","18","FLIGHT_2018"
"832","N3BMAA","84","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"2548","N3ADAA","67","0","0","JFK","AUS","109","2017","1","1","FLIGHT_2017"
"2231","N744P","1842","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"3914","N919AT","2684","0","0","JFK","BOS","100","2018","3","8","FLIGHT_2018"
"3951","N899AT","2674","0","0","JFK","BOS","104","2018","3","13","FLIGHT_2018"
"4374","N993AT","2692","0","0","JFK","BOS","101","2018","7","13","FLIGHT_2018"
"964","N3DPAA","330","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"1990","N709UW","1770","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"2014","N805AW","2019","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3889","N899AT","2668","0","0","JFK","BOS","108","2018","3","3","FLIGHT_2018"
"4459","N981AT","2668","0","0","JFK","BOS","107","2018","6","3","FLIGHT_2018"
"371","N3CCAA","1653","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"813","N3DNAA","2314","0","0","JFK","BOS","10","2017","1","1","FLIGHT_2017"
"1643","N3BFAA","330","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"4912","N947UW","2172","0","0","JFK","BOS","10","2018","11","11","FLIGHT_2018"
"3628","N937AT","2666","0","0","JFK","BOS","109","2018","1","20","FLIGHT_2018"
"4266","N955UW","2168","0","0","JFK","BOS","103","2018","6","18","FLIGHT_2018"
"4346","N891AT","2669","0","0","JFK","BOS","106","2018","7","6","FLIGHT_2018"
"4451","N977AT","2676","0","0","JFK","BOS","10","2018","5","31","FLIGHT_2018"
"659","N3FYAA","178","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"4525","N947UW","2118","0","0","JFK","BOS","106","2018","8","14","FLIGHT_2018"
"734","N3EUAA","235","0","0","JFK","BOS","10","2017","1","1","FLIGHT_2017"
"774","N3MHAA","1653","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"4762","N957AT","2673","0","0","JFK","BOS","102","2018","8","10","FLIGHT_2018"
"50","N3GFAA","1096","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"1066","N3LBAA","330","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"3152","N583UW","2057","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"3171","N556UW","2042","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"1609","N3BMAA","235","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"237","N3KBAA","84","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"4474","N949UW","2151","0","0","JFK","BOS","100","2018","6","4","FLIGHT_2018"
"6","N3KRAA","1653","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"3861","N923AT","2678","0","0","JFK","BOS","102","2018","2","24","FLIGHT_2018"
"391","N3ACAA","1096","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"421","N3KVAA","1096","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"1223","N3CEAA","330","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"1962","N765US","1843","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"667","N3BBAA","291","0","0","JFK","AUS","109","2017","1","1","FLIGHT_2017"
"4707","N928AT","2676","0","0","JFK","BOS","102","2018","7","27","FLIGHT_2018"
"3916","N894AT","2668","0","0","JFK","BOS","102","2018","3","9","FLIGHT_2018"
"5046","N3BPAA","235","0","0","JFK","BOS","10","2017","6","23","FLYU_FLIGHTS"
"3432","N199UW","1814","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"4137","N993AT","2678","0","0","JFK","BOS","104","2018","4","13","FLIGHT_2018"
"4300","N971AT","2686","0","0","JFK","BOS","104","2018","6","24","FLIGHT_2018"
"1577","N3BKAA","235","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"3727","N957UW","2151","0","0","JFK","BOS","105","2018","3","23","FLIGHT_2018"
"4590","N978AT","2675","0","0","JFK","BOS","105","2018","8","31","FLIGHT_2018"
"1855","N709UW","829","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"3046","N792AA","199","0","0","JFK","BOS","10","2017","1","1","FLIGHT_2017"
"3949","N927AT","2668","0","0","JFK","BOS","102","2018","3","13","FLIGHT_2018"
"2049","N3HNAA","330","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"2920","N3JJAA","330","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"410","N3EUAA","291","0","0","JFK","AUS","105","2017","1","1","FLIGHT_2017"
"521","N3GGAA","335","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"2781","N760US","1793","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"4524","N953UW","2172","0","0","JFK","BOS","105","2018","8","14","FLIGHT_2018"
"5075","N3EUAA","291","0","1","JFK","AUS","101","2017","5","5","FLYU_FLIGHTS"
"496","N3BDAA","84","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"770","N3GAAA","1096","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"1698","N3AHAA","199","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"924","N3GBAA","235","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"1013","N768US","1922","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3505","N603AT","2666","0","0","JFK","BOS","100","2018","1","5","FLIGHT_2018"
"4204","N963AT","2678","0","0","JFK","BOS","105","2018","4","24","FLIGHT_2018"
"5069","N792AA","199","0","0","JFK","BOS","105","2017","12","26","FLYU_FLIGHTS"
"4621","N945UW","2141","0","0","JFK","BOS","103","2018","9","11","FLIGHT_2018"
"4740","N957UW","2152","0","0","JFK","BOS","102","2018","8","4","FLIGHT_2018"
"837","N3KCAA","2314","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"1039","N549UW","1737","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"1050","N923US","873","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"2566","N119US","1919","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"2110","N745VJ","1885","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"2025","N741UW","2069","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3677","N615QX","5038","0","0","JFK","BHM","103","2018","1","25","FLIGHT_2018"
"4649","N946UW","2158","0","0","JFK","BOS","109","2018","9","19","FLIGHT_2018"
"463","N3LEAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"2585","N722US","872","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"3239","N5FSAA","84","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"2280","N751UW","2069","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"2467","N570UW","1970","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"4811","N967UW","2146","0","0","JFK","BOS","109","2018","12","11","FLIGHT_2018"
"2187","N763US","873","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"4228","N993AT","2678","0","0","JFK","BOS","107","2018","4","28","FLIGHT_2018"
"4393","N977AT","2676","0","0","JFK","BOS","107","2018","5","21","FLIGHT_2018"
"501","N3JHAA","235","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"4408","N972AT","2672","0","0","JFK","BOS","100","2018","5","23","FLIGHT_2018"
"1102","N816AW","1723","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"2978","N3DPAA","330","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"113","N3HSAA","84","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"753","N3GUAA","84","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"1786","N3BNAA","330","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"2282","N3DEAA","199","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"2527","N183UW","1837","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"2249","N3JTAA","1443","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"2037","N3EDAA","1443","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"3466","N3KNAA","67","0","0","JFK","AUS","10","2017","1","1","FLIGHT_2017"
"3561","N318NB","2692","0","0","JFK","BOS","101","2018","1","13","FLIGHT_2018"
"3630","N989AT","2672","0","0","JFK","BOS","100","2018","1","20","FLIGHT_2018"
"511","N3EHAA","199","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"2849","N104UW","1919","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"3371","N818AW","1715","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"3388","N3HUAA","67","0","0","JFK","AUS","107","2017","1","1","FLIGHT_2017"
"2372","N751UW","2070","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"3357","N825AW","2019","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"3879","N967AT","2686","0","0","JFK","BOS","109","2018","2","28","FLIGHT_2018"
"663","N3CMAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"1327","N3CXAA","330","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"3083","N3HLAA","330","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"3324","N3BHAA","199","0","0","JFK","BOS","109","2017","1","1","FLIGHT_2017"
"4390","N910AT","2668","0","0","JFK","BOS","104","2018","5","21","FLIGHT_2018"
"4846","N935AT","2674","0","0","JFK","BOS","100","2018","12","27","FLIGHT_2018"
"3019","N538UW","600","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"57","N3EMAA","291","0","0","JFK","AUS","103","2017","1","1","FLIGHT_2017"
"2188","N717UW","1970","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"3278","N789AA","144","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"51","N3JKAA","291","0","0","JFK","AUS","108","2017","1","1","FLIGHT_2017"
"1770","N190UW","670","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"2302","N770UW","1885","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"2471","N3FKAA","199","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"3081","N178US","2057","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"579","N3DLAA","84","0","0","JFK","BOS","109","2017","1","1","FLIGHT_2017"
"124","N3GRAA","2314","1","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"2606","N913US","1831","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"2106","N744P","1715","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"4852","N958AT","2673","0","0","JFK","BOS","105","2018","9","25","FLIGHT_2018"
"1503","N3CLAA","67","0","0","JFK","AUS","109","2017","1","1","FLIGHT_2017"
"2413","N713UW","673","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"3049","N109UW","416","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"4065","N958UW","2151","0","0","JFK","BOS","108","2018","5","11","FLIGHT_2018"
"4813","N945UW","2141","0","0","JFK","BOS","100","2018","12","11","FLIGHT_2018"
"5072","N785AA","391","0","0","JFK","BOS","108","2017","12","29","FLYU_FLIGHTS"
"3398","N578UW","1831","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"823","N3HUAA","1664","0","0","JFK","BOS","109","2017","1","1","FLIGHT_2017"
"1225","N764US","1849","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"3640","N937AT","2668","0","0","JFK","BOS","10","2018","1","21","FLIGHT_2018"
"1432","N565UW","670","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"4527","N955AT","2692","0","0","JFK","BOS","108","2018","8","14","FLIGHT_2018"
"108","N3LSAA","1653","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"2191","N3GLAA","199","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"3273","N579UW","600","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"2341","N199UW","413","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"2916","N710UW","1773","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"4964","N608QX","5314","0","0","JFK","BHM","107","2018","11","24","FLIGHT_2018"
"173","N3GPAA","1653","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"1863","N3FFAA","199","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"3585","N985AT","2672","0","0","JFK","BOS","10","2018","2","1","FLIGHT_2018"
"4213","N955UW","2128","0","0","JFK","BOS","103","2018","4","26","FLIGHT_2018"
"763","N3GPAA","67","0","0","JFK","AUS","106","2017","1","1","FLIGHT_2017"
"1780","N167US","1737","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"3876","N958UW","2156","0","0","JFK","BOS","106","2018","2","27","FLIGHT_2018"
"411","N3ACAA","2314","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"902","N3LSAA","84","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"2298","N810AW","1715","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"4014","N920AT","2682","0","0","JFK","BOS","101","2018","5","3","FLIGHT_2018"
"4087","N949UW","2158","0","0","JFK","BOS","108","2018","5","14","FLIGHT_2018"
"4364","N953UW","2168","0","0","JFK","BOS","102","2018","7","10","FLIGHT_2018"
"2225","N3EDAA","235","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"3519","N927AT","2688","0","0","JFK","BOS","103","2018","1","7","FLIGHT_2018"
"4035","N910AT","2674","0","0","JFK","BOS","100","2018","5","6","FLIGHT_2018"
"1672","N560UW","413","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"1717","N769US","1723","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"4630","N951UW","2172","0","0","JFK","BOS","101","2018","9","15","FLIGHT_2018"
"4680","N926AT","2666","0","0","JFK","BOS","108","2018","7","17","FLIGHT_2018"
"815","N3ACAA","335","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"960","N723UW","1770","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"1083","N813AW","1867","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"4058","N972AT","2690","0","0","JFK","BOS","101","2018","5","10","FLIGHT_2018"
"1610","N725UW","1770","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"3595","N892AT","2672","0","0","JFK","BOS","109","2018","2","6","FLIGHT_2018"
"893","N3DXAA","1096","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"3620","N925AT","2668","0","0","JFK","BOS","101","2018","1","19","FLIGHT_2018"
"1019","N3JWAA","330","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"2072","N833AW","1885","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"4896","N927AT","2692","0","0","JFK","BOS","105","2018","11","5","FLIGHT_2018"
"1936","N190UW","600","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"4946","N894AT","2668","0","0","JFK","BOS","100","2018","11","19","FLIGHT_2018"
"3964","N957AT","2670","0","0","JFK","BOS","106","2018","3","16","FLIGHT_2018"
"1468","N770UW","1912","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"2620","N3JYAA","235","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"4134","N956AT","2666","0","0","JFK","BOS","101","2018","4","13","FLIGHT_2018"
"4565","N978AT","2675","0","0","JFK","BOS","102","2018","8","24","FLIGHT_2018"
"3899","N893AT","2694","0","0","JFK","BOS","107","2018","3","4","FLIGHT_2018"
"3905","N925AT","2666","0","0","JFK","BOS","102","2018","3","6","FLIGHT_2018"
"2200","N662AW","2069","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"1766","N738US","1770","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"3599","N892AT","2680","0","0","JFK","BOS","102","2018","2","6","FLIGHT_2018"
"5073","N785AA","199","0","0","JFK","BOS","109","2017","12","29","FLYU_FLIGHTS"
"690","N3GHAA","199","0","0","JFK","BOS","10","2017","1","1","FLIGHT_2017"
"4086","N972AT","2670","0","0","JFK","BOS","107","2018","5","14","FLIGHT_2018"
"2869","N3CBAA","235","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"4645","N985AT","2673","0","0","JFK","BOS","105","2018","9","18","FLIGHT_2018"
"1423","N747UW","1912","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"3957","N899AT","2696","0","0","JFK","BOS","10","2018","3","13","FLIGHT_2018"
"4159","N959AT","2690","0","0","JFK","BOS","104","2018","4","15","FLIGHT_2018"
"4267","N741EV","5074","0","0","JFK","BHM","104","2018","6","18","FLIGHT_2018"
"405","N3AJAA","2314","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"685","N3CRAA","67","0","0","JFK","AUS","105","2017","1","1","FLIGHT_2017"
"2834","N103US","2039","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"851","N3KSAA","1096","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"2359","N3KTAA","84","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"2983","N3EEAA","83","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"3322","N770UW","2069","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"2194","N3BKAA","235","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"4143","N990AT","2676","0","0","JFK","BOS","10","2018","4","14","FLIGHT_2018"
"4059","N923AT","2666","0","0","JFK","BOS","102","2018","5","11","FLIGHT_2018"
"534","N3BPAA","143","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"2595","N831AW","1715","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"2111","N198UW","600","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"2914","N825AW","2070","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"2442","N770UW","2019","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3027","N914UY","873","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"4500","N967UW","2158","0","0","JFK","BOS","104","2018","6","10","FLIGHT_2018"
"2417","N3CMAA","84","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"3397","N3GJAA","330","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"277","N3ACAA","291","0","0","JFK","AUS","10","2017","1","1","FLIGHT_2017"
"400","N3BWAA","84","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"948","N542UW","873","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"1917","N3DPAA","330","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"4216","N951UW","2152","0","0","JFK","BOS","106","2018","4","27","FLIGHT_2018"
"4367","N906AT","2673","0","0","JFK","BOS","105","2018","7","12","FLIGHT_2018"
"1290","N3JRAA","84","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"2440","N3CJAA","67","0","0","JFK","AUS","109","2017","1","1","FLIGHT_2017"
"1677","N722US","1849","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"2644","N802AW","1842","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"3558","N975AT","2676","0","0","JFK","BOS","109","2018","1","13","FLIGHT_2018"
"4898","N980AT","2673","0","0","JFK","BOS","107","2018","11","6","FLIGHT_2018"
"5096","N3ATAA","291","1","0","JFK","AUS","102","2017","3","5","FLYU_FLIGHTS"
"1514","N121UW","2069","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"1372","N3EUAA","67","0","0","JFK","AUS","106","2017","1","1","FLIGHT_2017"
"1999","N749US","1715","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"2141","N3KNAA","199","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"3215","N722US","852","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"4149","N950UW","2126","0","0","JFK","BOS","105","2018","4","15","FLIGHT_2018"
"786","N3HUAA","1653","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"1734","N818AW","1723","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"1790","N121UW","2069","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"2154","N161UW","1970","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"125","N3GUAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"3199","N546UW","2057","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"1133","N804AW","1715","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"1632","N810AW","873","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"2601","N802AW","1793","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"4329","N953UW","2146","0","0","JFK","BOS","100","2018","6","30","FLIGHT_2018"
"522","N3EAAA","143","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"1242","N803AW","1849","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"3072","N801AW","2054","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"2692","N3CCAA","330","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"3216","N557UW","2057","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"4303","N949UW","2122","0","0","JFK","BOS","107","2018","6","24","FLIGHT_2018"
"722","N3HEAA","235","0","0","JFK","BOS","109","2017","1","1","FLIGHT_2017"
"4456","N939AT","2670","0","0","JFK","BOS","104","2018","6","2","FLIGHT_2018"
"3525","N922AT","2680","0","0","JFK","BOS","109","2018","1","8","FLIGHT_2018"
"3537","N953UW","2154","0","0","JFK","BOS","10","2018","1","11","FLIGHT_2018"
"3448","N794AA","199","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"3933","N927AT","2684","0","0","JFK","BOS","108","2018","3","11","FLIGHT_2018"
"4495","N963AT","2692","0","0","JFK","BOS","10","2018","6","8","FLIGHT_2018"
"4239","N966AT","2694","0","0","JFK","BOS","109","2018","6","12","FLIGHT_2018"
"4927","N972AT","2670","0","0","JFK","BOS","103","2018","11","15","FLIGHT_2018"
"1316","N3LKAA","1443","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"1377","N3EUAA","199","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"4487","N959UW","2156","0","0","JFK","BOS","102","2018","6","7","FLIGHT_2018"
"4764","N951UW","2141","0","0","JFK","BOS","104","2018","8","10","FLIGHT_2018"
"883","N3AWAA","2314","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"3237","N823AW","2054","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"135","N3ETAA","291","0","0","JFK","AUS","104","2017","1","1","FLIGHT_2017"
"2845","N763US","1715","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"2761","N746UW","2019","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"1469","N3GBAA","67","0","0","JFK","AUS","108","2017","1","1","FLIGHT_2017"
"4959","N614QX","5314","0","0","JFK","BHM","102","2018","11","23","FLIGHT_2018"
