"FLIGHT_KEY","TAIL_NUMBER","FLIGHT_NUMBER","CANCELLED","DIVERTED","ORIGIN_AIRPORT","DESTINATION_AIRPORT","CUSTOMER_ID","THE_YEAR","THE_MONTH","THE_DAY","DB_SOURCE"
"40","N3KYAA","2314","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"536","N3BPAA","67","0","0","JFK","AUS","10","2017","1","1","FLIGHT_2017"
"1017","N3MLAA","84","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"3323","N3JYAA","2580","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"4557","N957UW","2131","0","0","JFK","BOS","105","2018","8","21","FLIGHT_2018"
"244","N3DRAA","1653","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"798","N344AA","178","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"2729","N744P","2019","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"5082","N3DAAA","2314","1","0","JFK","BOS","109","2017","2","1","FLYU_FLIGHTS"
"2366","N762US","1715","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"4145","N990AT","2684","0","0","JFK","BOS","101","2018","4","14","FLIGHT_2018"
"430","N3AGAA","1664","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"2336","N770UW","1885","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"2047","N3DSAA","84","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"885","N3AHAA","1653","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"4392","N922AT","2672","0","0","JFK","BOS","106","2018","5","21","FLIGHT_2018"
"940","N3DHAA","199","0","0","JFK","BOS","109","2017","1","1","FLIGHT_2017"
"1996","N814AW","1843","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"2568","N713UW","1795","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"3362","N738US","1795","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"2928","N105UW","1919","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"4881","N744EV","5314","0","0","JFK","BHM","101","2018","11","2","FLIGHT_2018"
"143","N3BAAA","84","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"1382","N5FMAA","1443","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"98","N3HUAA","1096","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"4746","N961UW","2156","0","0","JFK","BOS","108","2018","8","5","FLIGHT_2018"
"2127","N764US","1885","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"3865","N991AT","2696","0","0","JFK","BOS","106","2018","2","24","FLIGHT_2018"
"4721","N961UW","2158","0","0","JFK","BOS","105","2018","7","31","FLIGHT_2018"
"1604","N117UW","1919","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"4223","N894AT","2680","0","0","JFK","BOS","102","2018","4","27","FLIGHT_2018"
"1451","N567UW","1970","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"4624","N949AT","2672","0","0","JFK","BOS","106","2018","9","13","FLIGHT_2018"
"4849","N952UW","2141","0","0","JFK","BOS","102","2018","9","24","FLIGHT_2018"
"2617","N3KHAA","330","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"2036","N678AW","2069","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3013","N3HNAA","83","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"3210","N809AW","1986","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"2900","N602AW","413","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"556","N3EGAA","84","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"109","N3FYAA","193","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"928","N3DSAA","199","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"1552","N3AFAA","1443","0","0","JFK","BOS","109","2017","1","1","FLIGHT_2017"
"4293","N998AT","2696","0","0","JFK","BOS","108","2018","6","23","FLIGHT_2018"
"4290","N945UW","2146","0","0","JFK","BOS","105","2018","6","23","FLIGHT_2018"
"5080","N3AKAA","2314","1","0","JFK","BOS","106","2017","1","26","FLYU_FLIGHTS"
"691","N3HWAA","67","0","0","JFK","AUS","100","2017","1","1","FLIGHT_2017"
"814","N3ABAA","84","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"4397","N977AT","2684","0","0","JFK","BOS","100","2018","5","21","FLIGHT_2018"
"3874","N957UW","2172","0","0","JFK","BOS","104","2018","2","27","FLIGHT_2018"
"3664","N950UW","2150","0","0","JFK","BOS","101","2018","1","23","FLIGHT_2018"
"4616","N979AT","2670","0","0","JFK","BOS","109","2018","9","9","FLIGHT_2018"
"1477","N3DHAA","330","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"1446","N733UW","1770","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"1924","N109UW","1919","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"4291","N966AT","2686","0","0","JFK","BOS","106","2018","6","23","FLIGHT_2018"
"1555","N3FCAA","67","0","0","JFK","AUS","101","2017","1","1","FLIGHT_2017"
"1998","N3BLAA","1443","0","0","JFK","BOS","10","2017","1","1","FLIGHT_2017"
"2901","N3HJAA","84","0","0","JFK","BOS","10","2017","1","1","FLIGHT_2017"
"1815","N110UW","1919","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3473","N165US","2057","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"1854","N3DNAA","235","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"998","N701UW","1770","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"1125","N188US","413","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"3098","N3KVAA","83","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"2250","N822AW","1715","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"3832","N959AT","2672","0","0","JFK","BOS","100","2018","4","9","FLIGHT_2018"
"4192","N934AT","2682","0","0","JFK","BOS","104","2018","4","22","FLIGHT_2018"
"3186","N825AW","1856","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"394","N3AHAA","84","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"1686","N805AW","2070","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"5040","N3ANAA","235","0","0","JFK","BOS","104","2017","5","31","FLYU_FLIGHTS"
"1187","N3FMAA","235","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"4788","N983AT","2674","0","0","JFK","BOS","108","2018","12","4","FLIGHT_2018"
"3508","N895AT","2692","0","0","JFK","BOS","103","2018","1","5","FLIGHT_2018"
"4034","N983AT","2672","0","0","JFK","BOS","10","2018","5","6","FLIGHT_2018"
"2061","N3FSAA","235","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"4601","N949AT","2673","0","0","JFK","BOS","105","2018","9","3","FLIGHT_2018"
"4515","N963AT","2688","0","0","JFK","BOS","108","2018","6","11","FLIGHT_2018"
"4735","N892AT","2673","0","0","JFK","BOS","108","2018","8","3","FLIGHT_2018"
"4901","N985AT","2672","0","0","JFK","BOS","10","2018","11","8","FLIGHT_2018"
"654","N3FNAA","1664","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"1959","N3KYAA","330","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"4848","N945UW","2172","0","0","JFK","BOS","101","2018","9","24","FLIGHT_2018"
"923","N3CSAA","67","0","0","JFK","AUS","103","2017","1","1","FLIGHT_2017"
"2618","N195UW","1831","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"401","N3BUAA","1653","1","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"1650","N3CCAA","67","0","0","JFK","AUS","10","2017","1","1","FLIGHT_2017"
"2365","N3BVAA","1443","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"629","N3KRAA","178","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"1056","N808AW","1723","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"3379","N3FFAA","84","0","0","JFK","BOS","109","2017","1","1","FLIGHT_2017"
"3400","N767UW","1856","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"905","N3BJAA","1096","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"2123","N128UW","1715","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"4796","N956UW","2122","0","0","JFK","BOS","105","2018","12","7","FLIGHT_2018"
"104","N3HXAA","1096","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"380","N3AMAA","291","0","0","JFK","AUS","108","2017","1","1","FLIGHT_2017"
"707","N3KUAA","143","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"1980","N108UW","2069","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"3890","N988AT","2670","0","0","JFK","BOS","109","2018","3","3","FLIGHT_2018"
"1683","N770UW","1723","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"2414","N3KRAA","235","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"196","N3JPAA","84","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"1934","N124US","1919","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"2562","N762US","1715","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"2520","N3JUAA","67","0","0","JFK","AUS","103","2017","1","1","FLIGHT_2017"
"4440","N894AT","2682","0","0","JFK","BOS","10","2018","5","29","FLIGHT_2018"
"3989","N929AT","2688","0","0","JFK","BOS","109","2018","4","29","FLIGHT_2018"
"271","N3DJAA","291","0","0","JFK","AUS","104","2017","1","1","FLIGHT_2017"
"2967","N3HKAA","83","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"3586","N949UW","2150","0","0","JFK","BOS","100","2018","2","1","FLIGHT_2018"
"4427","N894AT","2696","0","0","JFK","BOS","108","2018","5","26","FLIGHT_2018"
"4111","N945UW","2118","0","0","JFK","BOS","10","2018","5","17","FLIGHT_2018"
"4355","N987AT","2677","0","0","JFK","BOS","104","2018","7","8","FLIGHT_2018"
"1427","N3BKAA","235","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"1909","N3KXAA","67","0","0","JFK","AUS","10","2017","1","1","FLIGHT_2017"
"2840","N3ACAA","330","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"245","N3FLAA","193","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"911","N3GNAA","67","0","0","JFK","AUS","102","2017","1","1","FLIGHT_2017"
"4820","N961UW","2131","0","0","JFK","BOS","107","2018","12","15","FLIGHT_2018"
"1356","N392AA","84","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"4505","N915AT","2686","0","0","JFK","BOS","109","2018","6","10","FLIGHT_2018"
"5033","N3JCAA","2314","0","0","JFK","BOS","107","2017","4","24","FLYU_FLIGHTS"
"2649","N3FSAA","67","0","0","JFK","AUS","108","2017","1","1","FLIGHT_2017"
"2461","N758US","1773","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"2434","N744P","1842","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"4353","N891AT","2676","0","0","JFK","BOS","102","2018","7","7","FLIGHT_2018"
"1928","N763US","1922","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"2667","N760US","2019","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"3528","N956UW","2164","0","0","JFK","BOS","101","2018","1","8","FLIGHT_2018"
"1336","N3GDAA","67","0","0","JFK","AUS","103","2017","1","1","FLIGHT_2017"
"3731","N961UW","2118","0","0","JFK","BOS","109","2018","3","24","FLIGHT_2018"
"1115","N5EYAA","1443","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"1472","N3FPAA","235","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"2943","N3DJAA","199","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"3281","N524UW","873","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"2592","N818AW","1842","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"2436","N656AW","2069","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"2277","N3EGAA","84","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"2813","N3DWAA","235","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"3221","N825AW","1970","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"3329","N832AW","872","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"2841","N191UW","873","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"2969","N3JJAA","67","0","0","JFK","AUS","102","2017","1","1","FLIGHT_2017"
"3088","N3DEAA","67","0","0","JFK","AUS","108","2017","1","1","FLIGHT_2017"
"4054","N925AT","2692","0","0","JFK","BOS","108","2018","5","8","FLIGHT_2018"
"2864","N3MMAA","67","0","0","JFK","AUS","101","2017","1","1","FLIGHT_2017"
"4425","N894AT","2690","0","0","JFK","BOS","106","2018","5","26","FLIGHT_2018"
"433","N3EWAA","84","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"1112","N541UW","1970","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"1795","N109UW","1919","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"1903","N126UW","2069","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"4606","N958AT","2692","0","0","JFK","BOS","10","2018","9","5","FLIGHT_2018"
"4332","N946UW","2146","0","0","JFK","BOS","103","2018","7","1","FLIGHT_2018"
"2237","N3CWAA","67","0","0","JFK","AUS","104","2017","1","1","FLIGHT_2017"
"14","N3FSAA","1096","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"703","N3JUAA","67","0","0","JFK","AUS","101","2017","1","1","FLIGHT_2017"
"809","N3FCAA","335","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"840","N3ADAA","291","0","0","JFK","AUS","106","2017","1","1","FLIGHT_2017"
"999","N150UW","413","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"1261","N3EVAA","330","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"1309","N3FLAA","330","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"2779","unknown","1919","1","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"183","N3FKAA","2314","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"270","unknown","1096","1","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"2315","N840AW","1715","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"4492","N959UW","2131","0","0","JFK","BOS","107","2018","6","8","FLIGHT_2018"
"1718","N3LWAA","67","0","0","JFK","AUS","101","2017","1","1","FLIGHT_2017"
"1155","N918US","1737","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"2310","N155UW","670","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"1893","N563UW","1737","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"2635","N189UW","600","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"2818","N534UW","1837","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"105","N3FRAA","291","0","0","JFK","AUS","107","2017","1","1","FLIGHT_2017"
"4480","N915AT","2682","0","0","JFK","BOS","106","2018","6","5","FLIGHT_2018"
"569","N3DJAA","178","0","0","JFK","BOS","10","2017","1","1","FLIGHT_2017"
"4142","N978AT","2674","0","0","JFK","BOS","109","2018","4","14","FLIGHT_2018"
"395","N3LMAA","1653","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"945","N3GCAA","84","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"2654","N3ARAA","235","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"2792","N746UW","1715","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"3795","N924AT","2678","0","0","JFK","BOS","107","2018","4","3","FLIGHT_2018"
"4167","N990AT","2678","0","0","JFK","BOS","101","2018","4","16","FLIGHT_2018"
"59","N3ARAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"4692","N958UW","2118","0","0","JFK","BOS","109","2018","7","22","FLIGHT_2018"
"4011","N925AT","2696","0","0","JFK","BOS","109","2018","5","1","FLIGHT_2018"
"605","N3CFAA","178","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"876","N3JSAA","291","0","0","JFK","AUS","109","2017","1","1","FLIGHT_2017"
"4349","N707EV","5069","0","0","JFK","BHM","109","2018","7","6","FLIGHT_2018"
"4077","N954UW","2162","0","0","JFK","BOS","109","2018","5","13","FLIGHT_2018"
"594","N3LUAA","1664","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"377","N3KVAA","1653","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"2540","N3CGAA","330","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"4162","N986AT","2666","0","0","JFK","BOS","107","2018","4","16","FLIGHT_2018"
"4872","N961UW","2151","0","0","JFK","BOS","103","2018","9","30","FLIGHT_2018"
"2180","N764US","2070","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"3643","N989AT","2680","0","0","JFK","BOS","102","2018","1","21","FLIGHT_2018"
"71","N3JCAA","84","0","0","JFK","BOS","106","2017","1","1","FLIGHT_2017"
"1668","N915US","1737","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"3852","N607AT","2668","0","0","JFK","BOS","104","2018","2","23","FLIGHT_2018"
"1281","N3GCAA","199","0","0","JFK","BOS","103","2017","1","1","FLIGHT_2017"
"1751","N3JJAA","235","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"4724","N953UW","2146","0","0","JFK","BOS","108","2018","7","31","FLIGHT_2018"
"864","N3KYAA","291","0","0","JFK","AUS","108","2017","1","1","FLIGHT_2017"
"3093","N3LNAA","235","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"5101","N3GPAA","178","1","0","JFK","BOS","107","2017","4","20","FLYU_FLIGHTS"
"1164","N751UW","1849","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"665","N3JHAA","178","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"282","N3AAAA","1096","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"3656","N603AT","2684","0","0","JFK","BOS","104","2018","1","22","FLIGHT_2018"
"1278","N3KYAA","84","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"2645","N119US","2069","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"2907","N3KBAA","1443","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"3853","N949UW","2158","0","0","JFK","BOS","105","2018","2","23","FLIGHT_2018"
"4284","N998AT","2688","0","0","JFK","BOS","10","2018","6","22","FLIGHT_2018"
"88","unknown","2314","1","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"2032","N567UW","1912","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"352","N3JBAA","193","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"2621","N708UW","1795","0","0","JFK","CLT","102","2017","1","1","FLIGHT_2017"
"3185","N575UW","1831","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"3756","N948UW","2146","0","0","JFK","BOS","101","2018","3","29","FLIGHT_2018"
"1543","N3DWAA","235","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"1306","N3JWAA","67","0","0","JFK","AUS","106","2017","1","1","FLIGHT_2017"
"3316","N919US","1772","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"5031","N3EFAA","2314","0","0","JFK","BOS","105","2017","4","20","FLYU_FLIGHTS"
"4920","N944UW","2141","0","0","JFK","BOS","107","2018","11","12","FLIGHT_2018"
"3532","N995AT","2672","0","0","JFK","BOS","105","2018","1","10","FLIGHT_2018"
"1324","N3ATAA","67","0","0","JFK","AUS","102","2017","1","1","FLIGHT_2017"
"3742","N929AT","2674","0","0","JFK","BOS","109","2018","3","26","FLIGHT_2018"
"4571","N955AT","2669","0","0","JFK","BOS","108","2018","8","26","FLIGHT_2018"
"4900","N959AT","2696","0","0","JFK","BOS","109","2018","11","6","FLIGHT_2018"
"7","N3ARAA","193","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"1526","N3KFAA","235","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"1582","N927UW","1862","0","0","JFK","CLT","106","2017","1","1","FLIGHT_2017"
"1867","N538UW","1970","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"3266","N127UW","1972","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"910","N3JGAA","199","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"3984","N989AT","2676","0","0","JFK","BOS","104","2018","4","29","FLIGHT_2018"
"1887","N3JJAA","1443","0","0","JFK","BOS","10","2017","1","1","FLIGHT_2017"
"611","N3GEAA","178","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"206","N3AGAA","291","0","0","JFK","AUS","105","2017","1","1","FLIGHT_2017"
"927","N3DLAA","1443","0","0","JFK","BOS","107","2017","1","1","FLIGHT_2017"
"2817","N3MXAA","330","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"3923","N919AT","2686","0","0","JFK","BOS","109","2018","3","10","FLIGHT_2018"
"4179","N954UW","2128","0","0","JFK","BOS","102","2018","4","19","FLIGHT_2018"
"5009","N3BVAA","84","0","0","JFK","BOS","103","2017","2","22","FLYU_FLIGHTS"
"2260","N3JGAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"2281","N3ARAA","1443","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"441","N3FWAA","178","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"3533","N995AT","2686","0","0","JFK","BOS","106","2018","1","10","FLIGHT_2018"
"3891","N988AT","2678","0","0","JFK","BOS","10","2018","3","3","FLIGHT_2018"
"1450","N3BNAA","330","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"3063","N3ADAA","67","0","0","JFK","AUS","105","2017","1","1","FLIGHT_2017"
"4998","N3GPAA","291","0","0","JFK","AUS","106","2017","1","7","FLYU_FLIGHTS"
"2918","N3ELAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"2422","N3HSAA","199","0","0","JFK","BOS","102","2017","1","1","FLIGHT_2017"
"3785","N978AT","2680","0","0","JFK","BOS","108","2018","4","2","FLIGHT_2018"
"3835","N951UW","2136","0","0","JFK","BOS","109","2018","2","13","FLIGHT_2018"
"1393","N747UW","1715","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"2403","N542UW","413","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"3052","N923US","2057","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"2203","N3BCAA","67","0","0","JFK","AUS","103","2017","1","1","FLIGHT_2017"
"3045","N703UW","2032","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"994","N3FLAA","67","0","0","JFK","AUS","103","2017","1","1","FLIGHT_2017"
"1025","N3MJAA","67","0","0","JFK","AUS","101","2017","1","1","FLIGHT_2017"
"2197","N3EDAA","84","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"3607","N994AT","2668","0","0","JFK","BOS","10","2018","2","11","FLIGHT_2018"
"745","N3BUAA","67","0","0","JFK","AUS","10","2017","1","1","FLIGHT_2017"
"3270","N3NBAA","67","0","0","JFK","AUS","104","2017","1","1","FLIGHT_2017"
"3833","N981AT","2668","0","0","JFK","BOS","107","2018","2","13","FLIGHT_2018"
"3296","N510UW","1831","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"4478","N946UW","2136","0","0","JFK","BOS","104","2018","6","5","FLIGHT_2018"
"434","N3FDAA","335","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"3898","N967UW","2131","0","0","JFK","BOS","106","2018","3","4","FLIGHT_2018"
"1558","N183UW","600","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"488","N3JDAA","335","0","0","JFK","CLT","108","2017","1","1","FLIGHT_2017"
"3351","N819AW","1842","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"1344","N3KHAA","84","0","0","JFK","BOS","100","2017","1","1","FLIGHT_2017"
"771","N3KFAA","291","0","0","JFK","AUS","101","2017","1","1","FLIGHT_2017"
"3178","N817AW","2019","0","0","JFK","CLT","100","2017","1","1","FLIGHT_2017"
"4592","N949AT","2672","0","0","JFK","BOS","107","2018","9","1","FLIGHT_2018"
"462","N3DJAA","2314","0","0","JFK","BOS","104","2017","1","1","FLIGHT_2017"
"2990","N701UW","1795","0","0","JFK","CLT","101","2017","1","1","FLIGHT_2017"
"2699","N804AW","2111","0","0","JFK","CLT","103","2017","1","1","FLIGHT_2017"
"4913","N915AT","2668","0","0","JFK","BOS","100","2018","11","12","FLIGHT_2018"
"2593","N128UW","2069","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"3884","N947UW","2126","0","0","JFK","BOS","103","2018","3","2","FLIGHT_2018"
"4188","N934AT","2666","0","0","JFK","BOS","100","2018","4","22","FLIGHT_2018"
"3509","N975AT","2694","0","0","JFK","BOS","104","2018","1","5","FLIGHT_2018"
"634","N3CEAA","335","0","0","JFK","CLT","109","2017","1","1","FLIGHT_2017"
"3761","N948UW","2128","0","0","JFK","BOS","106","2018","3","30","FLIGHT_2018"
"4753","N954UW","2152","0","0","JFK","BOS","104","2018","8","7","FLIGHT_2018"
"1592","N704US","829","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"1970","N570UW","600","1","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"2265","N662AW","2069","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"261","N3FFAA","84","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"342","N3BCAA","291","0","0","JFK","AUS","108","2017","1","1","FLIGHT_2017"
"1031","N509AY","879","0","0","JFK","CLT","107","2017","1","1","FLIGHT_2017"
"3877","N748EV","5038","0","0","JFK","BHM","107","2018","2","27","FLIGHT_2018"
"4778","N993AT","2670","0","0","JFK","BOS","109","2018","12","3","FLIGHT_2018"
"4888","N957UW","2158","0","0","JFK","BOS","108","2018","11","4","FLIGHT_2018"
"797","N3AHAA","335","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
"3241","N3BCAA","67","0","0","JFK","AUS","108","2017","1","1","FLIGHT_2017"
"3168","N3CGAA","84","0","0","JFK","BOS","101","2017","1","1","FLIGHT_2017"
"3188","N117UW","2069","0","0","JFK","CLT","10","2017","1","1","FLIGHT_2017"
"3824","N981AT","2666","0","0","JFK","BOS","103","2018","4","8","FLIGHT_2018"
"4808","N957UW","2151","0","0","JFK","BOS","106","2018","12","10","FLIGHT_2018"
"4710","N910AT","2677","0","0","JFK","BOS","105","2018","7","28","FLIGHT_2018"
"574","N3DYAA","335","0","0","JFK","CLT","104","2017","1","1","FLIGHT_2017"
"1949","N3EWAA","199","0","0","JFK","BOS","105","2017","1","1","FLIGHT_2017"
"3208","N795AA","199","0","0","JFK","BOS","108","2017","1","1","FLIGHT_2017"
"2756","N126UW","2069","0","0","JFK","CLT","105","2017","1","1","FLIGHT_2017"
